,Ano de exibição,Título da obra,Gênero,País(es) produtor(es) da obra,Nacionalidade da obra,Empresa distribuidora,Origem da empresa distribuidora,Público no ano de exibição,Renda (R$) no ano de exibição
6619,2009,BR-3 Documentário,Documentário,Brasil,Brasileira,Casa Azul,Distribuição Nacional,141.0,507.38
6620,2009,"Branca-de-Neve, Depois do Casamento",Animação,Bélgica,Estrangeira,Pandora Filmes,Distribuição Nacional,1338.0,8856.3
6621,2009,Brichos,Animação,Brasil,Brasileira,Panda Filmes,Distribuição Nacional,3789.0,11367.0
6622,2009,Brown Bunny,Ficção,Estados Unidos,Estrangeira,Filmes do Estação,Distribuição Nacional,150.0,1009.0
6623,2009,Bruno,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,226628.0,2163805.5
6624,2009,Budapeste,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,97542.0,862662.29
6625,2009,Busca Implacável,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,99.0,297.0
6626,2009,Cachê,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,150.0,779.5
6627,2009,Café dos Maestros,Documentário,Brasil,Brasileira,Videofilmes,Distribuição Nacional,27672.0,230958.26
6628,2009,Caixa Dois,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,481.0,1443.0
6629,2009,Camelos Também Choram,Documentário,Alemanha,Estrangeira,Europa,Distribuição Nacional,5.0,33.0
6630,2009,Canções de Amor,Ficção,França,Estrangeira,Filmes da Mostra,Distribuição Nacional,3922.0,21729.0
6631,2009,Caos Calmo,Ficção,Itália,Estrangeira,Imovision,Distribuição Nacional,1974.0,12888.49
6632,2009,Caramelo,Ficção,Líbano,Estrangeira,Imovision,Distribuição Nacional,54159.0,508841.85
6633,2009,Carga Explosiva 3,Ficção,França,Estrangeira,Imagem,Distribuição Nacional,23748.0,157550.21
6634,2009,Carne trêmula,Ficção,Espanha,Estrangeira,Fox,Distribuição Internacional,88.0,523.0
6635,2009,Caro Sr. Horten,Ficção,Noruega,Estrangeira,Imovision,Distribuição Nacional,2632.0,21093.53
6636,2009,Casa da Mãe Joana,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,273.0,1441.0
6637,2009,Casamento Silencioso,Ficção,Romênia,Estrangeira,Imovision,Distribuição Nacional,14870.0,138788.69
6638,2009,Cashback,Ficção,Reino Unido,Estrangeira,Moviemobz,Distribuição Nacional,232.0,1064.0
6639,2009,Castelar e Nelson Dantas no País dos Generais,Documentário,Brasil,Brasileira,RioFilme,Distribuição Nacional,67.0,132.0
6640,2009,Castelo Ra-Tim-Bum,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,1092.0,3276.0
6641,2009,Caçadores de Dragões,Animação,"França, Alemanha",Estrangeira,Imagem,Distribuição Nacional,359.0,2345.0
6642,2009,Che,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,160588.0,1443776.79
6643,2009,Che 2 - A Guerrilha,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,25871.0,241225.46
6644,2009,Chega de Saudade,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,215.0,546.65
6645,2009,Cidadão Boilesen,Documentário,Brasil,Brasileira,Imovision,Distribuição Nacional,4305.0,44197.78
6646,2009,"Cinderelas, Lobos e um Príncipe Encantado",Documentário,Brasil,Brasileira,Pipa Produções,Distribuição Nacional,2978.0,11616.5
6647,2009,Cine Cocoricó: As Aventuras na Cidade,Ficção,Brasil,Brasileira,Moviemobz,Distribuição Nacional,22564.0,175249.03
6648,2009,"Cinema, Aspirinas e Urubus",Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,6.0,30.0
6649,2009,Cinzas do Passado Redux,Ficção,Hong Kong,Estrangeira,Imagem,Distribuição Nacional,5738.0,55542.5
6650,2009,Cleópatra,Ficção,Brasil,Brasileira,RioFilme,Distribuição Nacional,530.0,1553.77
6651,2009,Climas,Ficção,Turquia,Estrangeira,Pandora Filmes,Distribuição Nacional,61.0,405.85
6652,2009,Coco antes de Chanel,Ficção,França,Estrangeira,Warner,Distribuição Internacional,126252.0,1399328.0
6653,2009,Colegiais em Apuros,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,1264.0,7766.0
6654,2009,Como Festejei o Fim do Mundo,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,701.0,4274.97
6655,2009,Conceição - Autor Bom é Autor Morto,Ficção,Brasil,Brasileira,RioFilme,Distribuição Nacional,35.0,90.0
6656,2009,Confissões de uma Garota de Programa,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,15855.0,129156.28
6657,2009,Contatos de 4º Grau,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,116.0,1447.5
6658,2009,Contra a Parede,Ficção,"Alemanha, Turquia",Estrangeira,Imovision,Distribuição Nacional,110.0,574.5
6659,2009,Contratempo - Uma Valsa da Dor,Documentário,Brasil,Brasileira,Videofilmes,Distribuição Nacional,2045.0,11098.75
6660,2009,Control,Ficção,Inglaterra,Estrangeira,Pandora Filmes,Distribuição Nacional,674.0,3871.38
6661,2009,Controle Absoluto,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,32.0,68.0
6662,2009,Coraline e o Mundo Secreto,Animação,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,304478.0,2869673.0
6663,2009,Coração de Tinta,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,184443.0,1400407.85
6664,2009,Coração Vagabundo,Documentário,Brasil,Brasileira,Paramount,Distribuição Internacional,19494.0,189614.0
6665,2009,Corpo,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,108.0,459.5
6666,2009,Corpo do Rio,Documentário,Brasil,Brasileira,Pequena Central,Distribuição Nacional,941.0,2095.0
6667,2009,Corrida Mortal,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,1157.0,5638.0
6668,2009,Crepúsculo,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,803285.0,5994283.44
6669,2009,Crônica de uma Fuga,Ficção,Argentina,Estrangeira,Fox,Distribuição Internacional,36.0,406.0
6670,2009,Código de Conduta,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,392561.0,3542190.25
6671,2009,De Profundis,Animação,Espanha,Estrangeira,Europa,Distribuição Nacional,2002.0,15193.39
6672,2009,"De Repente, California",Ficção,Estados Unidos,Estrangeira,Ab Filmes,Distribuição Nacional,33255.0,307288.57
6673,2009,Deixa ela Entrar,Ficção,Suécia,Estrangeira,Filmes da Mostra,Distribuição Nacional,32294.0,317948.17
6674,2009,Delírios,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,422.0,2384.71
6675,2009,Delírios de Consumo de Becky Bloom,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,158923.0,1577260.0
6676,2009,Desejo e Perigo,Ficção,China,Estrangeira,Europa,Distribuição Nacional,60598.0,574053.35
6677,2009,Desejo e Reparação,Ficção,"França, Reino Unido",Estrangeira,Universal,Distribuição Internacional,135.0,610.0
6678,2009,Deserto Feliz,Ficção,Brasil,Brasileira,Filmes do Estação,Distribuição Nacional,4434.0,14760.5
6679,2009,Desonra,Ficção,Japão,Estrangeira,Filmes da Mostra,Distribuição Nacional,67.0,296.0
6680,2009,Deu a louca na Chapeuzinho,Animação,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,2.0,10.0
6681,2009,Dezessete Outra Vez,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,329512.0,2546999.73
6682,2009,Dia dos Namorados Macabro 3D,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,251429.0,2555728.19
6683,2009,Dias e Noites,Ficção,Brasil,Brasileira,Playarte,Distribuição Nacional,721.0,3534.42
6684,2009,Distrito 9,Ficção,"África do Sul, Canadá, Estados Unidos, Nova Zelândia",Estrangeira,Sony,Distribuição Internacional,514912.0,4619503.0
6685,2009,Divã,Ficção,Brasil,Brasileira,Downtown/RioFilme,Distribuição Nacional,1866353.0,16497110.61
6686,2009,Diário Proibido,Ficção,Espanha,Estrangeira,Playarte,Distribuição Nacional,13977.0,118797.67
6687,2009,Do Começo ao Fim,Ficção,Brasil,Brasileira,Downtown/RioFilme,Distribuição Nacional,69413.0,640604.92
6688,2009,Do Outro Lado,Ficção,"Alemanha, Turquia",Estrangeira,Imovision,Distribuição Nacional,1711.0,9627.5
6689,2009,Doce de Coco,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,98.0,559.0
6690,2009,Dois em Um,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,3927.0,29398.65
6691,2009,Donkey Xote,Animação,Espanha,Estrangeira,Imagem,Distribuição Nacional,57243.0,437894.69
6692,2009,Dragonball Evolution,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,482895.0,3664655.0
6693,2009,Dragão da Maldade Contra o Santo Guerreiro,Ficção,Brasil,Brasileira,RioFilme,Distribuição Nacional,576.0,2608.5
6694,2009,Duplicidade,Ficção,"Alemanha, Estados Unidos",Estrangeira,Universal,Distribuição Internacional,152205.0,1534370.0
6695,2009,Dúvida,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,164467.0,1564099.0
6696,2009,Efeito Borboleta: Revelação,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,140196.0,1175143.19
6697,2009,Ele não Está tão Afim,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,834552.0,7651193.86
6698,2009,Eliana em o Segredo dos Golfinhos,Ficção,Brasil,Brasileira,Fox,Distribuição Internacional,5574.0,17125.0
6699,2009,Eliezer Batista - O Engenheiro do Brasil,Documentário,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,1403.0,12646.0
6700,2009,Elsa e Fred,Ficção,"Argentina, Espanha",Estrangeira,Pandora Filmes,Distribuição Nacional,28.0,140.0
6701,2009,Em Busca da Vida,Ficção,China,Estrangeira,Califórnia,Distribuição Nacional,243.0,1121.5
6702,2009,Em Segredo,Ficção,Bósnia-Herzegóvina,Estrangeira,Pandora Filmes,Distribuição Nacional,53.0,426.0
6703,2009,Embarque Imediato,Ficção,Brasil,Brasileira,Europa/RioFilme,Distribuição Nacional,35629.0,304073.23
6704,2009,Encarnação do Demônio,Ficção,Brasil,Brasileira,Fox,Distribuição Internacional,262.0,1241.0
6705,2009,Encontro de Casais,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,259248.0,2337014.0
6706,2009,Enquanto o Sol não Vem,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,15872.0,146721.45
6707,2009,Ensaio Sobre a Cegueira,Ficção,"Brasil, Canadá, Japão",Brasileira,Fox,Distribuição Internacional,12242.0,69027.0
6708,2009,Entre a Luz e a Sombra,Documentário,Brasil,Brasileira,Videofilmes,Distribuição Nacional,341.0,2603.0
6709,2009,Entre Lençóis,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,4191.0,19427.0
6710,2009,Entre os Dedos,Ficção,Brasil,Brasileira,Polifilmes,Distribuição Nacional,624.0,3596.5
6711,2009,Entre os Muros da Escola,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,127178.0,1094486.42
6712,2009,Era uma Vez,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,496.0,1383.0
6713,2009,Ervas Daninhas,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,8178.0,78749.4
6714,2009,Espelhos do Medo,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,433.0,3268.0
6715,2009,Estamos Bem Mesmo sem Você,Ficção,Itália,Estrangeira,Filmes do Estação,Distribuição Nacional,711.0,3575.0
6716,2009,Estação Espacial 3D,Documentário,Canadá,Estrangeira,Espaço Itaú de Cinema,Distribuição Nacional,16285.0,288505.0
6717,2009,Estômago,Ficção,"Brasil, Itália",Brasileira,Downtown,Distribuição Nacional,533.0,3336.0
6718,2009,Estórias de Trancoso,Ficção,Brasil,Brasileira,Polifilmes,Distribuição Nacional,256.0,1842.0
6719,2009,Eu me Chamo Elizabeth,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,260.0,1158.0
6720,2009,Eu Odeio o Dia dos Namorados,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,185663.0,1633991.08
6721,2009,"Eu te Amo, Cara",Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,113905.0,1061827.0
6722,2009,"Eu, meu Irmão e nossa Namorada",Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,3554.0,17322.0
6723,2009,Evocando Espíritos,Ficção,"Canadá, Estados Unidos",Estrangeira,Imagem,Distribuição Nacional,377765.0,3285677.07
6724,2009,Exilios,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,365.0,1525.0
6725,2009,Fados,Documentário,"Espanha, Portugal",Estrangeira,Europa,Distribuição Nacional,14255.0,127242.66
6726,2009,Falando Grego,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,171690.0,1486340.98
6727,2009,Fale com ela,Ficção,Espanha,Estrangeira,Fox,Distribuição Internacional,207.0,982.0
6728,2009,Falsa Loura,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,622.0,4206.0
6729,2009,Fama,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,39152.0,334932.28
6730,2009,Fatal,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,6529.0,40939.5
6731,2009,Felix e Lola,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,1659.0,11586.5
6732,2009,Feliz Natal,Ficção,Brasil,Brasileira,Europa,Distribuição Nacional,7505.0,37640.5
6733,2009,Fiel - O Filme,Documentário,Brasil,Brasileira,G7 Cinema,Distribuição Nacional,53929.0,469204.82
6734,2009,Filmefobia,Ficção,Brasil,Brasileira,Polifilmes,Distribuição Nacional,5199.0,34381.0
6735,2009,Fim da Linha,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,46.0,213.5
6736,2009,Flordelis - Basta uma Palavra para Mudar,Ficção,Brasil,Brasileira,Serendip/Art Films,Distribuição Nacional,21603.0,180751.02
6737,2009,Foi Apenas um Sonho,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Paramount,Distribuição Internacional,232098.0,2118382.0
6738,2009,Fome de Viver,Ficção,Reino Unido,Estrangeira,Filmes do Estação,Distribuição Nacional,268.0,944.0
6739,2009,Força G,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,886773.0,7780413.0
6740,2009,Força Policial,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,125586.0,1094176.0
6741,2009,Fronteira - O Filme,Ficção,Brasil,Brasileira,Usina Digital,Distribuição Nacional,1060.0,6983.5
6742,2009,Frost/Nixon,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,23965.0,266930.0
6743,2009,Fumando Espero,Documentário,Brasil,Brasileira,Gávea Filmes e Produções,Distribuição Nacional,2596.0,16555.5
6744,2009,Fundo do Mar 3D,Documentário,"Canadá, Estados Unidos",Estrangeira,Espaço Itaú de Cinema,Distribuição Nacional,61294.0,1098545.0
6745,2009,Fôlego,Ficção,Coréia do Sul,Estrangeira,Pandora Filmes,Distribuição Nacional,378.0,1769.5
6746,2009,G.I. Joe - A Origem de Cobra,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,772320.0,6292661.0
6747,2009,Gamer,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,139723.0,1185508.06
6748,2009,Garapa,Documentário,Brasil,Brasileira,Downtown,Distribuição Nacional,4698.0,34882.24
6749,2009,Garota Infernal,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,91158.0,752233.0
6750,2009,Garoto Cósmico,Animação,Brasil,Brasileira,Downtown,Distribuição Nacional,3758.0,11274.0
6751,2009,Gesto Obsceno,Ficção,Israel,Estrangeira,Moviemobz,Distribuição Nacional,9241.0,85979.21
6752,2009,Gigante,Ficção,Uruguai,Estrangeira,Imovision,Distribuição Nacional,15184.0,137765.71
6753,2009,Glória ao Cineasta,Ficção,Japão,Estrangeira,Moviemobz,Distribuição Nacional,732.0,6693.5
6754,2009,Gomorra,Ficção,Itália,Estrangeira,Paris,Distribuição Nacional,33719.0,320811.96
6755,2009,Goodbye...Solo,Ficção,Estados Unidos,Estrangeira,Imovision,Distribuição Nacional,8130.0,76823.5
6756,2009,Gran Torino,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,348840.0,3446423.0
6757,2009,Guerra dos Rocha,Ficção,Brasil,Brasileira,Fox,Distribuição Internacional,2881.0,10218.0
6758,2009,Hairspray - Em Busca da Fama,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,17.0,160.0
6759,2009,Halloween - O Início,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,173418.0,1413089.15
6760,2009,Hanami - Cerejeiras em Flor,Ficção,Alemanha,Estrangeira,Filmes da Mostra,Distribuição Nacional,8118.0,78848.5
6761,2009,Hannah Montana - O Filme,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,632018.0,5015850.25
6762,2009,Harry Potter e o Enigma do Príncipe,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Warner,Distribuição Internacional,4530291.0,36183253.0
6763,2009,Herbert de Perto,Documentário,Brasil,Brasileira,Imagem,Distribuição Nacional,27112.0,239195.99
6764,2009,Herencia,Ficção,Argentina,Estrangeira,Panda Filmes,Distribuição Nacional,30.0,90.0
6765,2009,Heróis,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,39947.0,332640.59
6766,2009,High School Band,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,35480.0,263363.01
6767,2009,High School Musical 3: Ano da Formatura,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,16366.0,73440.0
6768,2009,"Home - Nosso Planeta, nossa Casa",Documentário,França,Estrangeira,Europa,Distribuição Nacional,4931.0,37514.76
6769,2009,Honeydripper,Ficção,Estados Unidos,Estrangeira,Imovision,Distribuição Nacional,1995.0,21029.5
6770,2009,Horas de Verão,Ficção,França,Estrangeira,Filmes da Mostra,Distribuição Nacional,49903.0,428224.24
6771,2009,Hotel Atlântico,Ficção,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,6516.0,45119.5
6772,2009,Hugo: O Tesouro da Amazônia,Animação,"Dinamarca, Letônia, Noruega",Estrangeira,Flashstar Filmes,Distribuição Nacional,538.0,2163.0
6773,2009,Há Tanto Tempo que te Amo,Ficção,França,Estrangeira,Moviemobz,Distribuição Nacional,55890.0,487497.59
6774,2009,Iluminados,Documentário,Brasil,Brasileira,Downtown,Distribuição Nacional,28.0,174.0
6775,2009,Import Export,Ficção,Áustria,Estrangeira,Filmes da Mostra,Distribuição Nacional,3561.0,31117.5
6776,2009,Império dos Sonhos,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,14.0,123.0
6777,2009,Inimigo Publico Nº 1 - Instinto de Morte,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,14800.0,146203.72
6778,2009,Inimigos Públicos,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,572428.0,5182537.0
6779,2009,Intrigas de Estado,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,172736.0,1759204.0
6780,2009,Inútil,Documentário,"China, Hong Kong",Estrangeira,Filmes da Mostra,Distribuição Nacional,3466.0,31716.19
6781,2009,Irmãos,Ficção,França,Estrangeira,Filmes do Estação,Distribuição Nacional,17.0,85.0
6782,2009,Iron Maiden: Flight 666,Documentário,Estados Unidos,Estrangeira,Moviemobz,Distribuição Nacional,13864.0,161227.28
6783,2009,Jean Charles,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,292471.0,2448735.02
6784,2009,Jogando com Prazer,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,120272.0,1080523.92
6785,2009,Jogo de Cena,Documentário,Brasil,Brasileira,Videofilmes,Distribuição Nacional,170.0,385.0
6786,2009,Jogo entre Ladrões,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,264062.0,2354983.1
6787,2009,Jogos Mortais 6,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,387379.0,3177613.0
6788,2009,Jogos Mortais V,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,3796.0,19729.0
6789,2009,Jonas Brothers 3D: O Show,Documentário,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,105544.0,1329714.0
6790,2009,Julie e Julia,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,171643.0,1807710.75
6791,2009,Juventude,Ficção,Brasil,Brasileira,Filmes do Estação,Distribuição Nacional,12429.0,114922.12
6792,2009,Juízo,Documentário,Brasil,Brasileira,Filmes do Estação,Distribuição Nacional,94.0,317.5
6793,2009,Juízo Final,Ficção,Inglaterra,Estrangeira,Europa,Distribuição Nacional,50330.0,375094.09
6794,2009,Katyn,Ficção,Polônia,Estrangeira,Moviemobz,Distribuição Nacional,12085.0,110856.96
6795,2009,KFZ-1348,Documentário,Brasil,Brasileira,Rec Produtores,Distribuição Nacional,736.0,2616.0
6796,2009,Killshot - Tiro Certo,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,27275.0,263163.76
6797,2009,Kirikou - Os Animais Selvagens,Animação,França,Estrangeira,Europa,Distribuição Nacional,970.0,2652.0
6798,2009,Kurt Cobain - Retrato de uma Ausência,Documentário,Estados Unidos,Estrangeira,Pandora Filmes,Distribuição Nacional,1292.0,10497.0
6799,2009,L.A.P.A,Documentário,Brasil,Brasileira,Pipa Produções,Distribuição Nacional,255.0,948.0
6800,2009,Lady Chatterley,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,259.0,1605.0
6801,2009,Lanchonete Olympia,Ficção,Estados Unidos,Estrangeira,Moviemobz,Distribuição Nacional,992.0,8265.5
6802,2009,Lemon Tree,Ficção,"Alemanha, França, Israel",Estrangeira,Imovision,Distribuição Nacional,5020.0,42719.5
6803,2009,Leonera,Ficção,Argentina,Estrangeira,Sony,Distribuição Internacional,7149.0,18215.0
6804,2009,Leões e Cordeiros,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,207.0,828.0
6805,2009,Linha de Montagem,Documentário,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,152.0,377.5
6806,2009,Linha de Passe,Ficção,Brasil,Brasileira,Universal,Distribuição Internacional,2290.0,11950.0
6807,2009,Lição de Amor,Ficção,Itália,Estrangeira,Califórnia,Distribuição Nacional,7451.0,59343.94
6808,2009,Loki - Arnaldo Baptista,Documentário,Brasil,Brasileira,Canal Brasil,Distribuição Nacional,15588.0,141466.68
6809,2009,Longe Dela,Ficção,Canadá,Estrangeira,Moviemobz,Distribuição Nacional,64.0,390.0
6810,2009,Lua Nova,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,5686210.0,45894366.05
6811,2009,Luz Silenciosa,Ficção,México,Estrangeira,Imovision,Distribuição Nacional,1047.0,5079.3
6812,2009,Lírios D'água,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,1696.0,8346.0
6813,2009,Madagascar 2,Animação,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,1625864.0,10859504.0
6814,2009,Mamma Mia!,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,773.0,4931.0
6815,2009,Mandela - A Luta pela Liberdade,Ficção,"África do Sul, Alemanha, Bélgica, França, Itália, Luxemburgo, Reino Unido",Estrangeira,Europa,Distribuição Nacional,1428.0,7481.78
6816,2009,Manhã Transfigurada,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,1414.0,9158.0
6817,2009,Marido por Acaso,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,227564.0,2034325.0
6818,2009,Marie-Jo e seus dois amores,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,108.0,534.52
6819,2009,Marley & Eu,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1223913.0,10166055.0
6820,2009,"Maré, Nossa História de Amor",Ficção,Brasil,Brasileira,Filmes do Estação,Distribuição Nacional,271.0,811.5
6821,2009,Matadores de Vampiras Lésbicas,Ficção,Inglaterra,Estrangeira,Imagem,Distribuição Nacional,125093.0,1077350.23
6822,2009,Mataram Irmã Dorothy,Documentário,Estados Unidos,Estrangeira,Moviemobz,Distribuição Nacional,1199.0,10364.5
6823,2009,Maus Hábitos,Ficção,México,Estrangeira,Paris,Distribuição Nacional,184.0,1018.5
6824,2009,Max Payne,Ficção,"Canadá, Estados Unidos",Estrangeira,Fox,Distribuição Internacional,4781.0,25083.0
6825,2009,Medos Privados em Lugares Públicos,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,10407.0,94852.32
6826,2009,Melinda & Melinda,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,800.0,4000.0
6827,2009,Memória para Uso Diário,Documentário,Brasil,Brasileira,Pipa Produções,Distribuição Nacional,76.0,375.0
6828,2009,Mensageiras da Luz - Parteiras da Amazônia,Documentário,Brasil,Brasileira,Polifilmes,Distribuição Nacional,108.0,321.12
6829,2009,Mesa de Bar Onde Tudo Acontece,Ficção,Brasil,Brasileira,Mirasul,Distribuição Nacional,104.0,1061.0
6830,2009,Meu Irmão é Filho Único,Ficção,Itália,Estrangeira,Playarte,Distribuição Nacional,143.0,663.0
6831,2009,Meu Nome não é Johnny,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,490.0,2620.0
6832,2009,Meu Nome é Dindi,Ficção,Brasil,Brasileira,RioFilme,Distribuição Nacional,911.0,3532.0
6833,2009,Meu Nome é Juani,Ficção,Espanha,Estrangeira,Paris,Distribuição Nacional,18.0,111.0
6834,2009,Michael Jackson This Is It,Documentário,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,712518.0,6365742.25
6835,2009,Mil Anos de Orações,Ficção,Estados Unidos,Estrangeira,Imovision,Distribuição Nacional,1508.0,12865.47
6836,2009,Milagre em Sta. Anna,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,5649.0,49285.89
6837,2009,Milk - A Voz da Igualdade,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,212719.0,2110578.0
6838,2009,Minhas Adoráveis Ex-Namoradas,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,405762.0,3767962.39
6839,2009,Mistéryos,Ficção,Brasil,Brasileira,Panda Filmes,Distribuição Nacional,155.0,558.0
6840,2009,Monstros vs Alienígenas,Animação,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,1418995.0,13576987.0
6841,2009,Morte Súbita,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,918.0,3861.0
6842,2009,Moscou,Documentário,Brasil,Brasileira,Videofilmes,Distribuição Nacional,7993.0,59762.0
6843,2009,Musicagen,Documentário,Brasil,Brasileira,Polifilmes,Distribuição Nacional,113.0,434.0
6844,2009,Mutum,Ficção,Brasil,Brasileira,Videofilmes,Distribuição Nacional,125.0,441.0
6845,2009,Má Educação,Ficção,Espanha,Estrangeira,Fox,Distribuição Internacional,188.0,871.0
6846,2009,Na Mira do Chefe,Ficção,Reino Unido,Estrangeira,Paris,Distribuição Nacional,1031.0,6014.71
6847,2009,Na Natureza Selvagem,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,221.0,1342.0
6848,2009,Nada Vai nos Separar,Documentário,Brasil,Brasileira,G7 Cinema,Distribuição Nacional,5407.0,47118.24
